"Step","Group: OLMo-1B - eval/v3-small-dolma_books-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_books-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_books-validation/CrossEntropyLoss__MAX"
"452000","2.8058278560638428","2.8058278560638428","2.8058278560638428"
"453000","2.806307554244995","2.806307554244995","2.806307554244995"
"454000","2.8061585426330566","2.8061585426330566","2.8061585426330566"
"455000","2.80704402923584","2.80704402923584","2.80704402923584"
"456000","2.806551694869995","2.806551694869995","2.806551694869995"
"457000","2.8066108226776123","2.8066108226776123","2.8066108226776123"
"458000","2.8081138134002686","2.8081138134002686","2.8081138134002686"
"459000","2.8064520359039307","2.8064520359039307","2.8064520359039307"
"460000","2.803982973098755","2.803982973098755","2.803982973098755"
"461000","2.8047447204589844","2.8047447204589844","2.8047447204589844"
"462000","2.8050758838653564","2.8050758838653564","2.8050758838653564"
"463000","2.8034794330596924","2.8034794330596924","2.8034794330596924"
"464000","2.804469585418701","2.804469585418701","2.804469585418701"
"465000","2.804783582687378","2.804783582687378","2.804783582687378"
"466000","2.8072218894958496","2.8072218894958496","2.8072218894958496"
"467000","2.804410696029663","2.804410696029663","2.804410696029663"
"468000","2.801886558532715","2.801886558532715","2.801886558532715"
"469000","2.8055763244628906","2.8055763244628906","2.8055763244628906"
"470000","2.8011183738708496","2.8011183738708496","2.8011183738708496"
"471000","2.8036932945251465","2.8036932945251465","2.8036932945251465"
"472000","2.8056063652038574","2.8056063652038574","2.8056063652038574"
"473000","2.8004496097564697","2.8004496097564697","2.8004496097564697"
"474000","2.8018572330474854","2.8018572330474854","2.8018572330474854"
"475000","2.8021366596221924","2.8021366596221924","2.8021366596221924"
"476000","2.8031656742095947","2.8031656742095947","2.8031656742095947"
"477000","2.800886631011963","2.800886631011963","2.800886631011963"
"478000","2.8023900985717773","2.8023900985717773","2.8023900985717773"
"479000","2.801492929458618","2.801492929458618","2.801492929458618"
"480000","2.801541805267334","2.801541805267334","2.801541805267334"
"481000","2.800994634628296","2.800994634628296","2.800994634628296"
"482000","2.801309108734131","2.801309108734131","2.801309108734131"
"483000","2.80025577545166","2.80025577545166","2.80025577545166"
"484000","2.8010873794555664","2.8010873794555664","2.8010873794555664"
"485000","2.797905921936035","2.797905921936035","2.797905921936035"
"486000","2.7965102195739746","2.7965102195739746","2.7965102195739746"
"487000","2.800628662109375","2.800628662109375","2.800628662109375"
"488000","2.7961926460266113","2.7961926460266113","2.7961926460266113"
"489000","2.797934055328369","2.797934055328369","2.797934055328369"
"490000","2.7981479167938232","2.7981479167938232","2.7981479167938232"
"491000","2.7989120483398438","2.7989120483398438","2.7989120483398438"
"492000","2.800863027572632","2.800863027572632","2.800863027572632"
"493000","2.797050952911377","2.797050952911377","2.797050952911377"
"494000","2.7962026596069336","2.7962026596069336","2.7962026596069336"
"495000","2.796950340270996","2.796950340270996","2.796950340270996"
"496000","2.7931177616119385","2.7931177616119385","2.7931177616119385"
"497000","2.7962594032287598","2.7962594032287598","2.7962594032287598"
"498000","2.7944822311401367","2.7944822311401367","2.7944822311401367"
"499000","2.795051336288452","2.795051336288452","2.795051336288452"
"500000","2.7955026626586914","2.7955026626586914","2.7955026626586914"
"501000","2.7958881855010986","2.7958881855010986","2.7958881855010986"
"502000","2.7948827743530273","2.7948827743530273","2.7948827743530273"
"503000","2.793423652648926","2.793423652648926","2.793423652648926"
"504000","2.793888807296753","2.793888807296753","2.793888807296753"
"505000","2.793067455291748","2.793067455291748","2.793067455291748"
"506000","2.792062520980835","2.792062520980835","2.792062520980835"
"507000","2.7916603088378906","2.7916603088378906","2.7916603088378906"
"508000","2.793138027191162","2.793138027191162","2.793138027191162"
"509000","2.7923343181610107","2.7923343181610107","2.7923343181610107"
"510000","2.794215440750122","2.794215440750122","2.794215440750122"
"511000","2.7903878688812256","2.7903878688812256","2.7903878688812256"
"512000","2.7924280166625977","2.7924280166625977","2.7924280166625977"
"513000","2.792772054672241","2.792772054672241","2.792772054672241"
"514000","2.791916847229004","2.791916847229004","2.791916847229004"
"515000","2.790170907974243","2.790170907974243","2.790170907974243"
"516000","2.7917516231536865","2.7917516231536865","2.7917516231536865"
"517000","2.7906911373138428","2.7906911373138428","2.7906911373138428"
"518000","2.7895445823669434","2.7895445823669434","2.7895445823669434"
"519000","2.791105031967163","2.791105031967163","2.791105031967163"
"520000","2.7910192012786865","2.7910192012786865","2.7910192012786865"
"521000","2.788408041000366","2.788408041000366","2.788408041000366"
"522000","2.7862329483032227","2.7862329483032227","2.7862329483032227"
"523000","2.7882394790649414","2.7882394790649414","2.7882394790649414"
"524000","2.79015851020813","2.79015851020813","2.79015851020813"
"525000","2.787719964981079","2.787719964981079","2.787719964981079"
"526000","2.788475513458252","2.788475513458252","2.788475513458252"
"527000","2.7869765758514404","2.7869765758514404","2.7869765758514404"
"528000","2.786353826522827","2.786353826522827","2.786353826522827"
"529000","2.789794445037842","2.789794445037842","2.789794445037842"
"530000","2.786923408508301","2.786923408508301","2.786923408508301"
"531000","2.7874841690063477","2.7874841690063477","2.7874841690063477"
"532000","2.7911932468414307","2.7911932468414307","2.7911932468414307"
"533000","2.787095069885254","2.787095069885254","2.787095069885254"
"534000","2.7845633029937744","2.7845633029937744","2.7845633029937744"
"535000","2.7877228260040283","2.7877228260040283","2.7877228260040283"
"536000","2.784571886062622","2.784571886062622","2.784571886062622"
"537000","2.7843711376190186","2.7843711376190186","2.7843711376190186"
"538000","2.784170627593994","2.784170627593994","2.784170627593994"
"539000","2.7852933406829834","2.7852933406829834","2.7852933406829834"
"540000","2.785590648651123","2.785590648651123","2.785590648651123"
"541000","2.7834854125976562","2.7834854125976562","2.7834854125976562"
"542000","2.7840402126312256","2.7840402126312256","2.7840402126312256"
"543000","2.783489942550659","2.783489942550659","2.783489942550659"
"544000","2.7830073833465576","2.7830073833465576","2.7830073833465576"
"545000","2.7816274166107178","2.7816274166107178","2.7816274166107178"
"546000","2.7818658351898193","2.7818658351898193","2.7818658351898193"
"547000","2.784029245376587","2.784029245376587","2.784029245376587"
"548000","2.783137083053589","2.783137083053589","2.783137083053589"
"549000","2.782513380050659","2.782513380050659","2.782513380050659"
"550000","2.784726858139038","2.784726858139038","2.784726858139038"
"551000","2.7815210819244385","2.7815210819244385","2.7815210819244385"
"552000","2.7862727642059326","2.7862727642059326","2.7862727642059326"
"553000","2.7787694931030273","2.7787694931030273","2.7787694931030273"
"554000","2.7821452617645264","2.7821452617645264","2.7821452617645264"
"555000","2.781942129135132","2.781942129135132","2.781942129135132"
"556000","2.78011417388916","2.78011417388916","2.78011417388916"
"557000","2.781862497329712","2.781862497329712","2.781862497329712"
"558000","2.7827157974243164","2.7827157974243164","2.7827157974243164"
"559000","2.783484935760498","2.783484935760498","2.783484935760498"
"560000","2.7828853130340576","2.7828853130340576","2.7828853130340576"
"561000","2.779209852218628","2.779209852218628","2.779209852218628"
"562000","2.7809362411499023","2.7809362411499023","2.7809362411499023"
"563000","2.78082013130188","2.78082013130188","2.78082013130188"
"564000","2.78078031539917","2.78078031539917","2.78078031539917"
"565000","2.7785418033599854","2.7785418033599854","2.7785418033599854"
"566000","2.778947353363037","2.778947353363037","2.778947353363037"
"567000","2.777308225631714","2.777308225631714","2.777308225631714"
"568000","2.7788758277893066","2.7788758277893066","2.7788758277893066"
"569000","2.777071475982666","2.777071475982666","2.777071475982666"
"570000","2.778109312057495","2.778109312057495","2.778109312057495"
"571000","2.7768428325653076","2.7768428325653076","2.7768428325653076"
"572000","2.7777488231658936","2.7777488231658936","2.7777488231658936"
"573000","2.7777130603790283","2.7777130603790283","2.7777130603790283"
"574000","2.7774698734283447","2.7774698734283447","2.7774698734283447"
"575000","2.776554584503174","2.776554584503174","2.776554584503174"
"576000","2.7764389514923096","2.7764389514923096","2.7764389514923096"
"577000","2.774453639984131","2.774453639984131","2.774453639984131"
"578000","2.777235746383667","2.777235746383667","2.777235746383667"
"579000","2.7761318683624268","2.7761318683624268","2.7761318683624268"
"580000","2.7753729820251465","2.7753729820251465","2.7753729820251465"
"581000","2.7758116722106934","2.7758116722106934","2.7758116722106934"
"582000","2.7746798992156982","2.7746798992156982","2.7746798992156982"
"583000","2.7761337757110596","2.7761337757110596","2.7761337757110596"
"584000","2.775510311126709","2.775510311126709","2.775510311126709"
"585000","2.774669647216797","2.774669647216797","2.774669647216797"
"586000","2.774430751800537","2.774430751800537","2.774430751800537"
"587000","2.773721933364868","2.773721933364868","2.773721933364868"
"588000","2.77314829826355","2.77314829826355","2.77314829826355"
"589000","2.772430896759033","2.772430896759033","2.772430896759033"
"590000","2.7737467288970947","2.7737467288970947","2.7737467288970947"
"591000","2.77496075630188","2.77496075630188","2.77496075630188"
"592000","2.773772716522217","2.773772716522217","2.773772716522217"
"593000","2.7726492881774902","2.7726492881774902","2.7726492881774902"
"594000","2.7726082801818848","2.7726082801818848","2.7726082801818848"
"595000","2.769826650619507","2.769826650619507","2.769826650619507"
"596000","2.7743639945983887","2.7743639945983887","2.7743639945983887"
"597000","2.7723705768585205","2.7723705768585205","2.7723705768585205"
"598000","2.7710747718811035","2.7710747718811035","2.7710747718811035"
"599000","2.7710230350494385","2.7710230350494385","2.7710230350494385"
"600000","2.7706756591796875","2.7706756591796875","2.7706756591796875"
"601000","2.7704062461853027","2.7704062461853027","2.7704062461853027"
"602000","2.7703185081481934","2.7703185081481934","2.7703185081481934"
"603000","2.7736871242523193","2.7736871242523193","2.7736871242523193"
"604000","2.7677083015441895","2.7677083015441895","2.7677083015441895"
"605000","2.7685434818267822","2.7685434818267822","2.7685434818267822"
"606000","2.7694594860076904","2.7694594860076904","2.7694594860076904"
"607000","2.768752098083496","2.768752098083496","2.768752098083496"
"608000","2.7692759037017822","2.7692759037017822","2.7692759037017822"
"609000","2.7695353031158447","2.7695353031158447","2.7695353031158447"
"610000","2.7689671516418457","2.7689671516418457","2.7689671516418457"
"611000","2.7685728073120117","2.7685728073120117","2.7685728073120117"
"612000","2.7693564891815186","2.7693564891815186","2.7693564891815186"
"613000","2.770406484603882","2.770406484603882","2.770406484603882"
"614000","2.768275499343872","2.768275499343872","2.768275499343872"
"615000","2.7675576210021973","2.7675576210021973","2.7675576210021973"
"616000","2.7687008380889893","2.7687008380889893","2.7687008380889893"
"617000","2.767984628677368","2.767984628677368","2.767984628677368"
"618000","2.770879030227661","2.770879030227661","2.770879030227661"
"619000","2.769949197769165","2.769949197769165","2.769949197769165"
"620000","2.7674317359924316","2.7674317359924316","2.7674317359924316"
"621000","2.7681829929351807","2.7681829929351807","2.7681829929351807"
"622000","2.767936944961548","2.767936944961548","2.767936944961548"
"623000","2.767838478088379","2.767838478088379","2.767838478088379"
"624000","2.7656593322753906","2.7656593322753906","2.7656593322753906"
"625000","2.764662504196167","2.764662504196167","2.764662504196167"
"626000","2.7644643783569336","2.7644643783569336","2.7644643783569336"
"627000","2.7671916484832764","2.7671916484832764","2.7671916484832764"
"628000","2.7685885429382324","2.7685885429382324","2.7685885429382324"
"629000","2.7632977962493896","2.7632977962493896","2.7632977962493896"
"630000","2.764272451400757","2.764272451400757","2.764272451400757"
"631000","2.7658820152282715","2.7658820152282715","2.7658820152282715"
"632000","2.765047788619995","2.765047788619995","2.765047788619995"
"633000","2.7650365829467773","2.7650365829467773","2.7650365829467773"
"634000","2.7657182216644287","2.7657182216644287","2.7657182216644287"
"635000","2.7632696628570557","2.7632696628570557","2.7632696628570557"
"636000","2.762486219406128","2.762486219406128","2.762486219406128"
"637000","2.7628371715545654","2.7628371715545654","2.7628371715545654"
"638000","2.7616918087005615","2.7616918087005615","2.7616918087005615"
"639000","2.7643463611602783","2.7643463611602783","2.7643463611602783"
"640000","2.762756824493408","2.762756824493408","2.762756824493408"
"641000","2.7637054920196533","2.7637054920196533","2.7637054920196533"
"642000","2.7634589672088623","2.7634589672088623","2.7634589672088623"
"643000","2.7631845474243164","2.7631845474243164","2.7631845474243164"
"644000","2.7620396614074707","2.7620396614074707","2.7620396614074707"
"645000","2.7633984088897705","2.7633984088897705","2.7633984088897705"
"646000","2.763322353363037","2.763322353363037","2.763322353363037"
"647000","2.7620086669921875","2.7620086669921875","2.7620086669921875"
"648000","2.760470151901245","2.760470151901245","2.760470151901245"
"649000","2.7631404399871826","2.7631404399871826","2.7631404399871826"
"650000","2.762653112411499","2.762653112411499","2.762653112411499"
"651000","2.7610321044921875","2.7610321044921875","2.7610321044921875"
"652000","2.7629525661468506","2.7629525661468506","2.7629525661468506"
"653000","2.763794422149658","2.763794422149658","2.763794422149658"
"654000","2.761540651321411","2.761540651321411","2.761540651321411"
"655000","2.7602241039276123","2.7602241039276123","2.7602241039276123"
"656000","2.759641408920288","2.759641408920288","2.759641408920288"
"657000","2.7604284286499023","2.7604284286499023","2.7604284286499023"
"658000","2.7626211643218994","2.7626211643218994","2.7626211643218994"
"659000","2.759744882583618","2.759744882583618","2.759744882583618"
"660000","2.761434316635132","2.761434316635132","2.761434316635132"
"661000","2.7589592933654785","2.7589592933654785","2.7589592933654785"
"662000","2.759613275527954","2.759613275527954","2.759613275527954"
"663000","2.760209083557129","2.760209083557129","2.760209083557129"
"664000","2.759861946105957","2.759861946105957","2.759861946105957"
"665000","2.7606546878814697","2.7606546878814697","2.7606546878814697"
"666000","2.7604784965515137","2.7604784965515137","2.7604784965515137"
"667000","2.7595670223236084","2.7595670223236084","2.7595670223236084"
"668000","2.7591638565063477","2.7591638565063477","2.7591638565063477"
"669000","2.7595407962799072","2.7595407962799072","2.7595407962799072"
"670000","2.7594175338745117","2.7594175338745117","2.7594175338745117"
"671000","2.7609074115753174","2.7609074115753174","2.7609074115753174"
"672000","2.759678602218628","2.759678602218628","2.759678602218628"
"673000","2.757486581802368","2.757486581802368","2.757486581802368"
"674000","2.758270502090454","2.758270502090454","2.758270502090454"
"675000","2.7567219734191895","2.7567219734191895","2.7567219734191895"
"676000","2.758307456970215","2.758307456970215","2.758307456970215"
"677000","2.758641481399536","2.758641481399536","2.758641481399536"
"678000","2.756080150604248","2.756080150604248","2.756080150604248"
"679000","2.756467580795288","2.756467580795288","2.756467580795288"
"680000","2.7571465969085693","2.7571465969085693","2.7571465969085693"
"681000","2.7557179927825928","2.7557179927825928","2.7557179927825928"
"682000","2.7567358016967773","2.7567358016967773","2.7567358016967773"
"683000","2.7572638988494873","2.7572638988494873","2.7572638988494873"
"684000","2.756197214126587","2.756197214126587","2.756197214126587"
"685000","2.7557830810546875","2.7557830810546875","2.7557830810546875"
"686000","2.7568624019622803","2.7568624019622803","2.7568624019622803"
"687000","2.7567317485809326","2.7567317485809326","2.7567317485809326"
"688000","2.755768299102783","2.755768299102783","2.755768299102783"
"689000","2.7543115615844727","2.7543115615844727","2.7543115615844727"
"690000","2.758861780166626","2.758861780166626","2.758861780166626"
"691000","2.756864309310913","2.756864309310913","2.756864309310913"
"692000","2.758082628250122","2.758082628250122","2.758082628250122"
"693000","2.7555429935455322","2.7555429935455322","2.7555429935455322"
"694000","2.7546796798706055","2.7546796798706055","2.7546796798706055"
"695000","2.75689959526062","2.75689959526062","2.75689959526062"
"696000","2.754183053970337","2.754183053970337","2.754183053970337"
"697000","2.7547402381896973","2.7547402381896973","2.7547402381896973"
"698000","2.755190372467041","2.755190372467041","2.755190372467041"
"699000","2.756166696548462","2.756166696548462","2.756166696548462"
"700000","2.7548396587371826","2.7548396587371826","2.7548396587371826"
"701000","2.7568359375","2.7568359375","2.7568359375"
"702000","2.756147861480713","2.756147861480713","2.756147861480713"
"703000","2.754087209701538","2.754087209701538","2.754087209701538"
"704000","2.7569785118103027","2.7569785118103027","2.7569785118103027"
"705000","2.756333351135254","2.756333351135254","2.756333351135254"
"706000","2.756077289581299","2.756077289581299","2.756077289581299"
"707000","2.7551748752593994","2.7551748752593994","2.7551748752593994"
"708000","2.7564055919647217","2.7564055919647217","2.7564055919647217"
"709000","2.75541353225708","2.75541353225708","2.75541353225708"
"710000","2.755025625228882","2.755025625228882","2.755025625228882"
"711000","2.7542827129364014","2.7542827129364014","2.7542827129364014"
"712000","2.7553913593292236","2.7553913593292236","2.7553913593292236"
"713000","2.7549850940704346","2.7549850940704346","2.7549850940704346"
"714000","2.752652645111084","2.752652645111084","2.752652645111084"
"715000","2.7546491622924805","2.7546491622924805","2.7546491622924805"
"716000","2.7546916007995605","2.7546916007995605","2.7546916007995605"
"717000","2.755026340484619","2.755026340484619","2.755026340484619"
"718000","2.755460500717163","2.755460500717163","2.755460500717163"
"719000","2.7546727657318115","2.7546727657318115","2.7546727657318115"
"720000","2.755589723587036","2.755589723587036","2.755589723587036"
"721000","2.756251811981201","2.756251811981201","2.756251811981201"
"722000","2.754239320755005","2.754239320755005","2.754239320755005"
"723000","2.7537245750427246","2.7537245750427246","2.7537245750427246"
"724000","2.754429340362549","2.754429340362549","2.754429340362549"
"725000","2.7546885013580322","2.7546885013580322","2.7546885013580322"
"726000","2.7544655799865723","2.7544655799865723","2.7544655799865723"
"727000","2.7541494369506836","2.7541494369506836","2.7541494369506836"
"728000","2.7540640830993652","2.7540640830993652","2.7540640830993652"
"729000","2.7550179958343506","2.7550179958343506","2.7550179958343506"
"730000","2.755424976348877","2.755424976348877","2.755424976348877"
"731000","2.7547571659088135","2.7547571659088135","2.7547571659088135"
"732000","2.7548890113830566","2.7548890113830566","2.7548890113830566"
"733000","2.75329852104187","2.75329852104187","2.75329852104187"
"734000","2.7544004917144775","2.7544004917144775","2.7544004917144775"
"735000","2.753605604171753","2.753605604171753","2.753605604171753"
"736000","2.753420114517212","2.753420114517212","2.753420114517212"
"737000","2.7540268898010254","2.7540268898010254","2.7540268898010254"
"738000","2.753812551498413","2.753812551498413","2.753812551498413"
