"Step","OLMo-7B-Twin-2T-run-024 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/manosphere-validation/CrossEntropyLoss__MAX"
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8735010623931885","2.8735010623931885","2.8735010623931885","","","","","","","","",""
"88000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8711090087890625","2.8711090087890625","2.8711090087890625","","","","","","","","",""
"89000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8927111625671387","2.8927111625671387","2.8927111625671387","","","","","","","","",""
"90000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8774969577789307","2.8774969577789307","2.8774969577789307","","","","","","","","","","","",""
"91000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.871286392211914","2.871286392211914","2.871286392211914","","","","","","","","","","","",""
"92000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8700742721557617","2.8700742721557617","2.8700742721557617","","","","","","","","","","","",""
"93000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.872708797454834","2.872708797454834","2.872708797454834","","","","","","","","","","","",""
"94000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86834454536438","2.86834454536438","2.86834454536438","","","","","","","","","","","",""
"95000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.864962577819824","2.864962577819824","2.864962577819824","","","","","","","","","","","",""
"96000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.865981340408325","2.865981340408325","2.865981340408325","","","","","","","","","","","",""
"97000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.865856885910034","2.865856885910034","2.865856885910034","","","","","","","","","","","",""
"98000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8622806072235107","2.8622806072235107","2.8622806072235107","","","","","","","","","","","",""
"99000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8610916137695312","2.8610916137695312","2.8610916137695312","","","","","","","","","","","",""
"100000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8576602935791016","2.8576602935791016","2.8576602935791016","","","","","","","","","","","",""
"101000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85969614982605","2.85969614982605","2.85969614982605","","","","","","","","","","","",""
"102000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8595778942108154","2.8595778942108154","2.8595778942108154","","","","","","","","","","","",""
"103000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.856555700302124","2.856555700302124","2.856555700302124","","","","","","","","","","","",""
"104000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8553199768066406","2.8553199768066406","2.8553199768066406","","","","","","","","","","","",""
"105000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8588831424713135","2.8588831424713135","2.8588831424713135","","","","","","","","","","","",""
"106000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8546340465545654","2.8546340465545654","2.8546340465545654","","","","","","","","","","","",""
"107000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8556854724884033","2.8556854724884033","2.8556854724884033","","","","","","","","","","","",""
"108000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.851745843887329","2.851745843887329","2.851745843887329","","","","","","","","","","","",""
"109000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8513426780700684","2.8513426780700684","2.8513426780700684","","","","","","","","","","","",""
"110000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.852888584136963","2.852888584136963","2.852888584136963","","","","","","","","","","","",""
"111000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8503851890563965","2.8503851890563965","2.8503851890563965","","","","","","","","","","","",""
"112000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.852062463760376","2.852062463760376","2.852062463760376","","","","","","","","","","","",""
"113000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.852236747741699","2.852236747741699","2.852236747741699","","","","","","","","","","","",""
"114000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8474082946777344","2.8474082946777344","2.8474082946777344","","","","","","","","","","","",""
"115000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.850318193435669","2.850318193435669","2.850318193435669","","","","","","","","","","","",""
"116000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8476293087005615","2.8476293087005615","2.8476293087005615","","","","","","","","","","","",""
"117000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.845266342163086","2.845266342163086","2.845266342163086","","","","","","","","","","","",""
"118000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.842158555984497","2.842158555984497","2.842158555984497","","","","","","","","","","","","","","",""
"119000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.844449996948242","2.844449996948242","2.844449996948242","","","","","","","","","","","","","","",""
"120000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.843273878097534","2.843273878097534","2.843273878097534","","","","","","","","","","","","","","",""
"121000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.232764959335327","3.232764959335327","3.232764959335327","","","","","","","","","","","","","","",""
"122000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8416690826416016","2.8416690826416016","2.8416690826416016","","","","","","","","","","","","","","",""
"123000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8425776958465576","2.8425776958465576","2.8425776958465576","","","","","","","","","","","","","","",""
"124000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.844899892807007","2.844899892807007","2.844899892807007","","","","","","","","","","","","","","",""
"125000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8413589000701904","2.8413589000701904","2.8413589000701904","","","","","","","","","","","","","","",""
"126000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8405418395996094","2.8405418395996094","2.8405418395996094","","","","","","","","","","","","","","","","","",""
"127000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.841759204864502","2.841759204864502","2.841759204864502","","","","","","","","","","","","","","","","","",""
"128000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8370838165283203","2.8370838165283203","2.8370838165283203","","","","","","","","","","","","","","","","","",""
"129000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8392412662506104","2.8392412662506104","2.8392412662506104","","","","","","","","","","","","","","","","","",""
"130000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.836987257003784","2.836987257003784","2.836987257003784","","","","","","","","","","","","","","","","","",""
"131000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.83612060546875","2.83612060546875","2.83612060546875","","","","","","","","","","","","","","","","","",""
"132000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8336048126220703","2.8336048126220703","2.8336048126220703","","","","","","","","","","","","","","","","","",""
"133000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8371424674987793","2.8371424674987793","2.8371424674987793","","","","","","","","","","","","","","","","","",""
"134000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8384766578674316","2.8384766578674316","2.8384766578674316","","","","","","","","","","","","","","","","","",""
"135000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.834907054901123","2.834907054901123","2.834907054901123","","","","","","","","","","","","","","","","","",""
"136000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8362820148468018","2.8362820148468018","2.8362820148468018","","","","","","","","","","","","","","","","","",""
"137000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.831843137741089","2.831843137741089","2.831843137741089","","","","","","","","","","","","","","","","","",""
"138000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8370308876037598","2.8370308876037598","2.8370308876037598","","","","","","","","","","","","","","","","","",""
"139000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8329267501831055","2.8329267501831055","2.8329267501831055","","","","","","","","","","","","","","","","","",""
"140000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.830848455429077","2.830848455429077","2.830848455429077","","","","","","","","","","","","","","","","","",""
"141000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.829709529876709","2.829709529876709","2.829709529876709","","","","","","","","","","","","","","","","","",""
"142000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.829686403274536","2.829686403274536","2.829686403274536","","","","","","","","","","","","","","","","","",""
"143000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8301029205322266","2.8301029205322266","2.8301029205322266","","","","","","","","","","","","","","","","","",""
"144000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8299508094787598","2.8299508094787598","2.8299508094787598","","","","","","","","","","","","","","","","","",""
"145000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.828392267227173","2.828392267227173","2.828392267227173","","","","","","","","","","","","","","","","","",""
"146000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.827890634536743","2.827890634536743","2.827890634536743","","","","","","","","","","","","","","","","","",""
"147000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8291919231414795","2.8291919231414795","2.8291919231414795","","","","","","","","","","","","","","","","","",""
"148000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8266139030456543","2.8266139030456543","2.8266139030456543","","","","","","","","","","","","","","","","","",""
"149000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.826789140701294","2.826789140701294","2.826789140701294","","","","","","","","","","","","","","","","","",""
"150000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0941781997680664","3.0941781997680664","3.0941781997680664","","","","","","","","","","","","","","","","","",""
"151000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8235676288604736","2.8235676288604736","2.8235676288604736","","","","","","","","","","","","","","","","","",""
"152000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8237998485565186","2.8237998485565186","2.8237998485565186","","","","","","","","","","","","","","","","","",""
"153000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8221423625946045","2.8221423625946045","2.8221423625946045","","","","","","","","","","","","","","","","","",""
"154000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.822352170944214","2.822352170944214","2.822352170944214","","","","","","","","","","","","","","","","","",""
"155000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.820589542388916","2.820589542388916","2.820589542388916","","","","","","","","","","","","","","","","","",""
"156000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.824754476547241","2.824754476547241","2.824754476547241","","","","","","","","","","","","","","","","","",""
"157000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.821467876434326","2.821467876434326","2.821467876434326","","","","","","","","","","","","","","","","","",""
"158000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8195574283599854","2.8195574283599854","2.8195574283599854","2.8195574283599854","2.8195574283599854","2.8195574283599854","","","","","","","","","","","","","","","","","","","","",""
"159000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.818638324737549","2.818638324737549","2.818638324737549","2.818638324737549","2.818638324737549","2.818638324737549","","","","","","","","","","","","","","","","","","","","",""
"160000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8206589221954346","2.8206589221954346","2.8206589221954346","2.8206589221954346","2.8206589221954346","2.8206589221954346","","","","","","","","","","","","","","","","","","","","",""
"161000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8202240467071533","2.8202240467071533","2.8202240467071533","2.8202240467071533","2.8202240467071533","2.8202240467071533","","","","","","","","","","","","","","","","","","","","",""
"162000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8189401626586914","2.8189401626586914","2.8189401626586914","2.8189401626586914","2.8189401626586914","2.8189401626586914","","","","","","","","","","","","","","","","","","","","",""
"163000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8200221061706543","2.8200221061706543","2.8200221061706543","2.8200221061706543","2.8200221061706543","2.8200221061706543","","","","","","","","","","","","","","","","","","","","",""
"164000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8165388107299805","2.8165388107299805","2.8165388107299805","2.8165388107299805","2.8165388107299805","2.8165388107299805","","","","","","","","","","","","","","","","","","","","",""
"165000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8168234825134277","2.8168234825134277","2.8168234825134277","2.8168234825134277","2.8168234825134277","2.8168234825134277","","","","","","","","","","","","","","","","","","","","",""
"166000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.818674087524414","2.818674087524414","2.818674087524414","2.818674087524414","2.818674087524414","2.818674087524414","","","","","","","","","","","","","","","","","","","","",""
"167000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8190577030181885","2.8190577030181885","2.8190577030181885","2.8190577030181885","2.8190577030181885","2.8190577030181885","","","","","","","","","","","","","","","","","","","","",""
"168000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8185815811157227","2.8185815811157227","2.8185815811157227","2.8185815811157227","2.8185815811157227","2.8185815811157227","","","","","","","","","","","","","","","","","","","","",""
"169000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8150341510772705","2.8150341510772705","2.8150341510772705","","","","","","","","","","","","","","","","","","","","","","","",""
"170000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.814450740814209","2.814450740814209","2.814450740814209","","","","","","","","","","","","","","","","","","","","","","","",""
"171000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8107829093933105","2.8107829093933105","2.8107829093933105","","","","","","","","","","","","","","","","","","","","","","","",""
"172000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8360652923583984","2.8360652923583984","2.8360652923583984","","","","","","","","","","","","","","","","","","","","","","","",""
"173000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8159725666046143","2.8159725666046143","2.8159725666046143","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"174000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8146021366119385","2.8146021366119385","2.8146021366119385","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8134982585906982","2.8134982585906982","2.8134982585906982","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.815154790878296","2.815154790878296","2.815154790878296","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.811521053314209","2.811521053314209","2.811521053314209","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.810457706451416","2.810457706451416","2.810457706451416","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8122222423553467","2.8122222423553467","2.8122222423553467","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8098623752593994","2.8098623752593994","2.8098623752593994","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.810828685760498","2.810828685760498","2.810828685760498","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.809079647064209","2.809079647064209","2.809079647064209","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8104655742645264","2.8104655742645264","2.8104655742645264","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8079328536987305","2.8079328536987305","2.8079328536987305","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8069074153900146","2.8069074153900146","2.8069074153900146","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"186000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.808973789215088","2.808973789215088","2.808973789215088","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8084051609039307","2.8084051609039307","2.8084051609039307","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8076701164245605","2.8076701164245605","2.8076701164245605","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.810900926589966","2.810900926589966","2.810900926589966","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8063900470733643","2.8063900470733643","2.8063900470733643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"191000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8052852153778076","2.8052852153778076","2.8052852153778076","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"192000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80547833442688","2.80547833442688","2.80547833442688","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.805473804473877","2.805473804473877","2.805473804473877","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8044397830963135","2.8044397830963135","2.8044397830963135","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8013076782226562","2.8013076782226562","2.8013076782226562","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"196000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8036513328552246","2.8036513328552246","2.8036513328552246","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"197000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.804976224899292","2.804976224899292","2.804976224899292","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8079073429107666","2.8079073429107666","2.8079073429107666","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8009603023529053","2.8009603023529053","2.8009603023529053","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8034980297088623","2.8034980297088623","2.8034980297088623","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8065102100372314","2.8065102100372314","2.8065102100372314","","","","","","","","","","","","","","","","","","","","","","","","","","",""
