model,step,train_loss,val_loss
6.7b,14.17012286,2.744197512,
6.7b,13.97761953,2.735529349,
6.7b,14.17012286,2.726856777,
6.7b,14.17012286,2.718186409,
6.7b,14.17012286,2.666164205,
6.7b,14.23429063,2.644487551,
6.7b,13.97761953,2.637987716,
6.7b,14.36262618,2.80705547,
6.7b,14.36262618,2.798385103,
6.7b,14.36262618,2.787547144,
6.7b,14.36262618,2.778876776,
6.7b,14.36262618,2.770206409,
6.7b,14.36262618,2.709513837,
6.7b,14.36262618,2.700843469,
6.7b,14.55512951,2.690003305,
6.7b,14.55512951,2.681332937,
6.7b,14.55512951,2.67266257,
6.7b,14.61929728,2.657488692,
6.7b,14.61929728,2.63147759,
6.7b,14.55512951,2.620640365,
6.7b,14.55512951,2.61413759,
6.7b,14.94013616,2.644479466,
6.7b,15.13263949,2.67915873,
6.7b,15.13263949,2.670488363,
6.7b,15.32514281,2.66181579,
6.7b,15.32514281,2.653145423,
6.7b,15.32514281,2.635804688,
6.7b,15.32514281,2.627134321,
6.7b,15.32514281,2.618463953,
6.7b,15.32514281,2.609793586,
6.7b,15.32514281,2.588117667,
6.7b,15.32514281,2.5794473,
6.7b,15.71014946,2.642303054,
6.7b,15.71014946,2.596783625,
6.7b,15.71014946,2.570772522,
6.7b,15.71014946,2.563185951,
6.7b,15.90265279,2.631462889,
6.7b,15.90265279,2.622792522,
6.7b,15.90265279,2.614122154,
6.7b,16.09515612,2.60328199,
6.7b,16.15932389,2.588108112,
6.7b,16.09515612,2.577270888,
6.7b,16.48016277,2.56859611,
6.7b,16.48016277,2.534998436,
6.7b,16.86516942,2.527407455,
6.7b,16.86516942,2.518737087,
6.7b,17.05767274,2.544745984,
6.7b,17.25017607,2.536073412,
6.7b,17.05767274,2.512232107,
6.7b,17.63518272,2.527398634,
6.7b,18.02018937,2.481874795,
6.7b,18.02018937,2.473204428,
6.7b,18.40519602,2.518719447,
6.7b,18.40519602,2.463445854,
6.7b,18.59769935,2.50571169,
6.7b,18.59769935,2.499208915,
6.7b,18.982706,2.492701729,
6.7b,19.36771265,2.486194543,
6.7b,20.33022928,2.479680742,
6.7b,21.10024259,2.466666371,
6.7b,21.54941701,2.457990858,
6.7b,21.87025589,2.446065428,
6.7b,22.06275921,2.462320162,
6.7b,22.06275921,2.453649794,
6.7b,22.31943032,2.437751181,
6.7b,23.02527584,2.440633218,
6.7b,23.02527584,2.43196285,
6.7b,22.83277252,2.397283586,
6.7b,23.41028249,2.414617705,
6.7b,23.21777917,2.388608808,
6.7b,23.79528915,2.438456806,
6.7b,23.79528915,2.429786438,
6.7b,23.60278582,2.42545346,
6.7b,23.85945692,2.407387254,
6.7b,24.56530245,2.414604475,
6.7b,24.56530245,2.405934107,
6.7b,24.9503091,2.398343126,
6.7b,25.14281243,2.41459786,
6.7b,25.33531575,2.405925287,
6.7b,25.78449018,2.397249774,
6.7b,25.52781908,2.390749939,
6.7b,26.49033571,2.401576873,
6.7b,26.49033571,2.392906505,
6.7b,26.49033571,2.385319934,
6.7b,27.26034901,2.395065277,
6.7b,27.26034901,2.38639491,
6.7b,27.26034901,2.378808338,
6.7b,28.03036231,2.379883314,
6.7b,28.03036231,2.373380538,
6.7b,28.80037562,2.379874493,
6.7b,28.80037562,2.371204126,
6.7b,29.18538227,2.363613144,
6.7b,29.37788559,2.371197511,
6.7b,29.76289225,2.362522733,
6.7b,30.53290555,2.395027791,
6.7b,31.11041553,2.358172114,
6.7b,31.88042883,2.358163294,
6.7b,32.26543548,2.352739904,
6.7b,33.03544878,2.349479696,
6.7b,33.42045543,2.340804918,
6.7b,33.80546209,2.349470875,
6.7b,33.80546209,2.334297732,
6.7b,34.25463651,2.340795363,
6.7b,34.96048204,2.33211691,
6.7b,34.96048204,2.325614134,
6.7b,35.73049534,2.32127013,
6.7b,36.50050865,2.31584233,
6.7b,37.27052195,2.312582122,
6.7b,37.6555286,2.304991141,
6.7b,38.23303858,2.30390073,
6.7b,39.19555521,2.300638316,
6.7b,39.58056186,2.308220478,
6.7b,39.96556851,2.297378108,
6.7b,39.96556851,2.290875333,
6.7b,40.35057516,2.303876474,
6.7b,40.73558181,2.293034104,
6.7b,40.73558181,2.286531329,
6.7b,41.12058847,2.29953247,
6.7b,41.56976289,2.288689365,
6.7b,42.27560842,2.293016464,
6.7b,42.27560842,2.284346096,
6.7b,42.66061507,2.27783891,
6.7b,43.04562172,2.293007643,
6.7b,43.04562172,2.284337276,
6.7b,43.49479615,2.277106824,
6.7b,43.81563503,2.288663639,
6.7b,44.20064168,2.279988862,
6.7b,44.20064168,2.273486086,
6.7b,44.58564833,2.288654819,
6.7b,44.97065498,2.281063837,
6.7b,45.35566163,2.286478407,
6.7b,45.80483606,2.277080364,
6.7b,46.51068159,2.275627217,
6.7b,46.51068159,2.269124441,
6.7b,47.28069489,2.266948029,
6.7b,48.05070819,2.262604025,
6.7b,49.5907348,2.254999813,
6.7b,50.42491588,2.254628992,
6.7b,51.13076141,2.25823356,
6.7b,51.13076141,2.249563193,
6.7b,51.90077471,2.256057148,
6.7b,51.90077471,2.247386781,
6.7b,52.67078801,2.243042777,
6.7b,53.44080131,2.240866364,
6.7b,54.21081462,2.245192728,
6.7b,54.21081462,2.238689952,
6.7b,54.98082792,2.243016316,
6.7b,54.98082792,2.23651354,
6.7b,55.815009,2.237226515,
6.7b,56.52085453,2.238663491,
6.7b,56.3283512,2.234330513,
6.7b,57.29086783,2.236487079,
6.7b,57.29086783,2.229984304,
6.7b,58.06088113,2.236478259,
6.7b,58.06088113,2.228891687,
6.7b,58.83089444,2.232134255,
6.7b,59.60090774,2.229957843,
6.7b,59.40840441,2.225624864,
6.7b,60.17841772,2.227783636,
6.7b,60.37092104,2.221278655,
6.7b,61.14093435,2.221269835,
6.7b,63.83598091,2.21690378,
6.7b,64.60599421,2.216894959,
6.7b,66.14602082,2.212542135,
6.7b,66.72353079,2.21253552,
6.7b,67.68604742,2.208189311,
6.7b,68.2635574,2.208182696,
6.7b,69.67524845,2.210334117,
6.7b,69.99608733,2.196241095,
6.7b,70.38109398,2.212493623,
6.7b,70.18859066,2.208160645,
6.7b,70.57359731,2.195150683,
6.7b,71.15110729,2.208149619,
6.7b,70.95860396,2.203816641,
6.7b,71.34361061,2.195141863,
6.7b,72.69113389,2.197294019,
6.7b,73.07614054,2.190786834,
6.7b,73.46114719,2.197285199,
6.7b,73.84615385,2.191861809,
6.7b,74.42366382,2.190771398,
6.7b,76.15619376,2.202673308,
6.7b,76.92620706,2.203748283,
6.7b,76.73370373,2.199415305,
6.7b,77.37538149,2.193627709,
6.7b,77.88872369,2.195066891,
6.7b,79.23624697,2.192883863,
6.7b,80.00626027,2.192875043,
6.7b,80.00626027,2.186372267,
6.7b,80.58377025,2.192868428,
6.7b,81.93129353,2.195020584,
6.7b,82.31630018,2.199351357,
6.7b,83.08631348,2.197174945,
6.7b,83.47132013,2.191751555,
6.7b,85.39635339,2.184142933,
6.7b,85.78136004,2.178719543,
6.7b,86.23053447,2.171850357,
6.7b,86.74387667,2.171121946,
6.7b,88.86141326,2.173265282,
6.7b,88.66890993,2.168932304,
6.7b,89.63142656,2.168921278,
6.7b,89.43892323,2.1645883,
6.7b,90.40143986,2.16566107,
6.7b,91.55645982,2.16564784,
6.7b,92.32647312,2.168890407,
6.7b,92.13396979,2.164557429,
6.7b,93.09648642,2.166713995,
6.7b,95.08568746,2.158743373,
6.7b,95.79153298,2.164515532,
6.7b,95.59902966,2.160182554,
6.7b,96.56154629,2.160171528,
6.7b,96.36904296,2.15583855,
6.7b,98.48657954,2.15689809,
6.7b,99.25659285,2.155805473,
6.7b,100.0266062,2.154712857,
6.7b,101.5666328,2.150360033,
6.7b,102.3366461,2.149267417,
6.7b,103.1066594,2.149258596,
6.7b,105.0316926,2.149236545,
6.7b,105.8017059,2.147060133,
6.7b,105.8017059,2.140557358,
6.7b,106.5717192,2.139464741,
6.7b,107.3417325,2.139455921,
6.7b,108.1117458,2.140530897,
6.7b,108.8817591,2.142689668,
6.7b,108.6892558,2.13835669,
6.7b,109.4592691,2.140515461,
6.7b,110.8067924,2.13399725,
6.7b,111.5768057,2.13398843,
6.7b,112.1543157,2.133981815,
6.7b,114.7210267,2.128172169,
6.7b,115.4268722,2.13069294,
6.7b,115.2343689,2.125276166,
6.7b,116.9668988,2.120921136,
6.7b,117.8010799,2.12018905,
6.7b,118.3144221,2.123073293,
6.7b,118.3144221,2.116570517,
6.7b,119.6619454,2.123057857,
6.7b,120.046952,2.116550671,
6.7b,120.4319587,2.120881445,
6.7b,121.0094687,2.118707238,
6.7b,122.7419986,2.114352209,
6.7b,123.5120119,2.114343388,
6.7b,124.2820252,2.11650216,
6.7b,124.0895219,2.112169181,
6.7b,126.2712262,2.11142166,
6.7b,126.9770718,2.114303697,
6.7b,126.9770718,2.107800921,
6.7b,127.7470851,2.112127285,
6.7b,127.5545817,2.107794306,
6.7b,129.3512794,2.115721562,
6.7b,130.057125,2.116436007,
6.7b,129.8646216,2.112103029,
6.7b,130.8271383,2.114259595,
6.7b,131.4046483,2.11425298,
6.7b,132.7521715,2.109902361,
6.7b,133.201346,2.102671909,
6.7b,133.9071915,2.099051171,
6.7b,133.7146882,2.094718192,
6.7b,134.4847015,2.096876964,
6.7b,136.2172314,2.101192302,
6.7b,136.9872447,2.101183482,
6.7b,137.3722513,2.095760092,
6.7b,139.3614524,2.089595796,
6.7b,140.0672979,2.088142649,
6.7b,140.8373112,2.087050033,
6.7b,142.3773378,2.092451372,
6.7b,143.1473511,2.096777735,
6.7b,143.1473511,2.09027496,
6.7b,143.9173644,2.095685119,
6.7b,145.6498944,2.111922212,
6.7b,145.9065655,2.101081313,
6.7b,145.6498944,2.094581478,
6.7b,146.612411,2.105408411,
6.7b,146.612411,2.096738044,
6.7b,147.3824243,2.105399591,
6.7b,147.3824243,2.098896816,
6.7b,148.1524376,2.103223179,
6.7b,148.9224509,2.096711583,
6.7b,149.3074575,2.091288193,
6.7b,150.0774709,2.092363169,
6.7b,150.0774709,2.085860393,
6.7b,152.0666719,2.080779893,
6.7b,152.7725174,2.087997114,
6.7b,152.7725174,2.081494338,
6.7b,153.5425307,2.087988294,
6.7b,153.3500274,2.081487723,
6.7b,155.467564,2.083631059,
6.7b,156.2375773,2.083622239,
6.7b,156.6867517,2.076391788,
6.7b,157.3925972,2.077106233,
6.7b,157.2000939,2.072773254,
6.7b,159.3176305,2.07491659,
6.7b,159.3176305,2.068413815,
6.7b,160.0876438,2.070572586,
6.7b,160.4726504,2.065149196,
6.7b,162.3976837,2.06404335,
6.7b,163.167697,2.061866938,
6.7b,163.3602003,2.055361957,
6.7b,163.9377103,2.061858117,
6.7b,165.8627436,2.06617125,
6.7b,165.6702402,2.05967068,
6.7b,166.6327569,2.070497614,
6.7b,167.4027702,2.074823977,
6.7b,167.2102668,2.068323406,
6.7b,168.9427968,2.070471153,
6.7b,169.3278034,2.063963967,
6.7b,169.7128101,2.070462332,
6.7b,170.0978167,2.063955147,
6.7b,170.4828234,2.069369716,
6.7b,171.6378433,2.049848159,
6.7b,172.02285,2.042257177,
6.7b,172.4078566,2.046587951,
6.7b,173.1778699,2.048746722,
6.7b,175.1029032,2.048724672,
6.7b,175.8729165,2.053051035,
6.7b,175.8729165,2.046548259,
6.7b,176.6429298,2.051958419,
6.7b,176.4504265,2.046541644,
6.7b,178.1829564,2.057359758,
6.7b,178.9529697,2.055183346,
6.7b,178.7604664,2.050850367,
6.7b,179.722983,2.053006933,
6.7b,181.7121841,2.053706678,
6.7b,182.4180296,2.05080847,
6.7b,182.2255263,2.046475492,
6.7b,183.1880429,2.048632058,
6.7b,185.1130761,2.03993964,
6.7b,185.1130761,2.033436864,
6.7b,185.9472572,2.040652615,
6.7b,185.6905861,2.033430249,
6.7b,186.6531027,2.045340979,
6.7b,186.4605994,2.037756613,
6.7b,187.8722905,2.045688279,
6.7b,188.578136,2.048570316,
6.7b,189.3481493,2.052896679,
6.7b,191.2731826,2.050707037,
6.7b,191.0806792,2.046374058,
6.7b,191.6581892,2.066959566,
6.7b,192.0431959,2.048530625,
6.7b,192.4282025,2.064783153,
6.7b,192.8132092,2.048521804,
6.7b,194.7382424,2.039829386,
6.7b,195.1232491,2.0333222,
6.7b,195.5082557,2.037652974,
6.7b,195.7007591,2.028980401,
6.7b,196.278269,2.034392766,
6.7b,198.2033023,2.039789695,
6.7b,198.9733156,2.039780874,
6.7b,198.9733156,2.031110507,
6.7b,199.7433289,2.030017891,
6.7b,201.2833555,2.03541923,
6.7b,202.0533688,2.035410409,
6.7b,202.8233821,2.031066405,
6.7b,203.4008921,2.03105979,
6.7b,205.1975898,2.03176174,
6.7b,205.9034353,2.035366308,
6.7b,205.9034353,2.028863532,
6.7b,206.4809453,2.035359693,
6.7b,208.2134752,2.035339847,
6.7b,208.9834885,2.035331027,
6.7b,209.7535018,2.033154614,
6.7b,209.5609985,2.028821636,
6.7b,211.7427029,2.027351584,
6.7b,212.4485484,2.030956151,
6.7b,212.4485484,2.024453376,
6.7b,213.2185617,2.024444556,
6.7b,213.0260584,2.020111577,
6.7b,215.143595,2.027673893,
6.7b,215.9136083,2.026581276,
6.7b,216.6836216,2.026572456,
6.7b,217.2611315,2.026565841,
6.7b,218.9936615,2.026545995,
6.7b,219.3786681,2.021122605,
6.7b,220.1486814,2.022197581,
6.7b,220.7261914,2.022190966,
6.7b,222.4587213,2.026506304,
6.7b,222.843728,2.019999118,
6.7b,223.2287346,2.024329892,
6.7b,223.6137413,2.015655114,
6.7b,223.9987479,2.022153479,
6.7b,225.9237812,2.023215225,
6.7b,226.6937945,2.022122608,
6.7b,226.5012912,2.015622038,
6.7b,227.4638078,2.023197584,
6.7b,227.2713045,2.015613217,
6.7b,229.0038344,2.030766515,
6.7b,229.0038344,2.024263739,
6.7b,229.7738477,2.028590103,
6.7b,229.5813444,2.024257124,
6.7b,230.2230221,2.018469529,
6.7b,230.7363643,2.017741118,
6.7b,232.4688943,2.01555368,
6.7b,233.2389076,2.01554486,
6.7b,233.0464043,2.011211881,
6.7b,234.0089209,2.013368448,
6.7b,234.2014242,2.006863467,
6.7b,235.7414508,2.032856929,
6.7b,235.9981219,2.02273856,
6.7b,236.7039674,2.024175536,
6.7b,236.5114641,2.019842557,
6.7b,237.5381485,2.022720919,
6.7b,239.0140074,2.0176463,
6.7b,239.7840207,2.032810622,
6.7b,239.7840207,2.017637479,
6.7b,240.3615306,2.032804007,
6.7b,240.554034,2.015461067,
6.7b,240.3615306,2.011128088,
6.7b,242.0940606,2.014359631,
6.7b,242.8640739,2.013267014,
6.7b,242.8640739,2.006764239,
6.7b,243.6340872,2.011090602,
6.7b,243.6340872,2.003504031,
6.7b,245.6232882,2.009622755,
6.7b,246.3291337,2.013227323,
6.7b,246.3291337,2.005640751,
6.7b,247.099147,2.008883319,
6.7b,247.099147,2.002380543,
6.7b,249.0241803,2.015364044,
6.7b,249.7941936,2.013187631,
6.7b,250.5642069,2.013178811,
6.7b,251.1417169,2.013172196,
6.7b,252.1042335,2.017496354,
6.7b,252.8742468,2.017487534,
6.7b,253.3234212,2.010257083,
6.7b,253.8367634,2.013141325,
6.7b,253.8367634,2.006638549,
6.7b,255.1842867,2.005539318,
6.7b,255.9543,2.004446702,
6.7b,256.7243133,2.006605473,
6.7b,256.53181,2.002272494,
6.7b,257.4943266,2.004429061,
6.7b,258.6493466,2.008751014,
6.7b,259.0343532,2.001160032,
6.7b,259.4193599,2.006574602,
6.7b,259.8043665,1.997899824,
6.7b,260.1893732,2.00439819,
6.7b,262.1144064,2.001124751,
6.7b,262.8844198,2.000032135,
6.7b,263.7186008,2.00074511,
6.7b,264.231943,2.002184291,
6.7b,265.5794663,2.008671631,
6.7b,265.964473,2.003248242,
6.7b,266.7344863,2.002155625,
6.7b,266.5419829,1.997822647,
6.7b,267.3119962,1.999981418,
6.7b,268.6595195,2.004301166,
6.7b,268.6595195,1.997798391,
6.7b,269.4295328,1.999957162,
6.7b,269.8145395,1.994533773,
6.7b,271.8037405,1.996317313,
6.7b,272.5737538,2.000643677,
6.7b,272.3170827,1.993421311,
6.7b,273.2795993,2.003164449,
6.7b,273.087096,1.997747674,
6.7b,275.2046326,1.996639622,
6.7b,276.0388137,1.996268802,
6.7b,276.7446592,1.999873369,
6.7b,276.5521559,1.993372799,
6.7b,277.3221692,1.999866754,
6.7b,278.6696925,1.999851319,
6.7b,279.4397058,1.999842498,
6.7b,279.4397058,1.993339723,
6.7b,280.2738868,1.99622029,
6.7b,280.787229,1.997659471,
6.7b,282.5839268,1.99691636,
6.7b,283.2897723,1.999798397,
6.7b,283.2897723,1.993295621,
6.7b,284.0597856,2.00412476,
6.7b,284.0597856,1.997621985,
6.7b,285.9848188,1.999767526,
6.7b,286.4339933,1.992537074,
6.7b,287.1398388,1.995419111,
6.7b,287.1398388,1.988916336,
6.7b,287.7173488,1.993244904,
6.7b,288.7440332,2.001180981,
6.7b,289.4498787,2.004063018,
6.7b,289.4498787,1.997560242,
6.7b,290.219892,2.002970402,
6.7b,292.1449253,2.001864555,
6.7b,292.9149386,2.004023327,
6.7b,292.9149386,1.997520551,
6.7b,293.6849519,2.004014506,
6.7b,293.6849519,1.997511731,
6.7b,295.6099851,2.003992455,
6.7b,296.3799984,2.008318819,
6.7b,296.3799984,2.001816043,
6.7b,297.1500117,2.008309998,
6.7b,297.1500117,2.001807223,
6.7b,297.7275217,2.008303383,
6.7b,299.1392128,2.00467456,
6.7b,299.652555,2.008281332,
13b,11.4750763,3.485544798,
13b,11.4750763,3.476874431,
13b,11.28257297,3.299134103,
13b,11.28257297,3.290463736,
13b,11.28257297,3.281793369,
13b,11.28257297,3.273123001,
13b,11.28257297,3.264452634,
13b,11.4750763,3.253612469,
13b,11.28257297,3.247111899,
13b,11.28257297,3.238441531,
13b,11.28257297,3.229771164,
13b,11.28257297,3.221100797,
13b,11.28257297,3.212430429,
13b,11.28257297,3.203760062,
13b,11.4750763,3.195087489,
13b,11.4750763,3.186417122,
13b,11.4750763,3.177746754,
13b,11.4750763,3.169076387,
13b,11.4750763,3.160406019,
13b,11.4750763,3.151735652,
13b,11.4750763,3.143065285,
13b,11.4750763,3.134394917,
13b,11.4750763,3.12572455,
13b,11.66757962,3.468201858,
13b,11.66757962,3.082370507,
13b,11.86008295,3.071530343,
13b,11.86008295,3.062859976,
13b,11.86008295,3.054189608,
13b,11.86008295,3.045519241,
13b,11.86008295,3.036848873,
13b,11.86008295,3.028178506,
13b,11.86008295,3.019508138,
13b,11.86008295,3.010837771,
13b,11.86008295,3.002167404,
13b,11.86008295,2.993497036,
13b,11.86008295,2.984826669,
13b,11.86008295,2.976156301,
13b,11.86008295,2.967485934,
13b,11.86008295,2.958815566,
13b,11.86008295,2.950145199,
13b,11.86008295,2.941474832,
13b,11.66757962,2.937141853,
13b,12.30925738,2.930631727,
13b,12.2450896,2.919794503,
13b,12.2450896,2.911124135,
13b,12.2450896,2.902453768,
13b,12.2450896,2.893783401,
13b,12.2450896,2.885113033,
13b,12.2450896,2.876442666,
13b,12.2450896,2.867772298,
13b,12.2450896,2.859101931,
13b,12.05258627,2.854768952,
13b,12.43759293,3.047680217,
13b,12.43759293,3.03900985,
13b,12.43759293,3.030339483,
13b,12.43759293,3.021669115,
13b,12.43759293,3.012998748,
13b,12.63009625,3.004326175,
13b,12.63009625,2.995655808,
13b,12.63009625,2.98698544,
13b,12.63009625,2.978315073,
13b,12.63009625,2.969644705,
13b,12.63009625,2.960974338,
13b,12.63009625,2.952303971,
13b,12.63009625,2.943633603,
13b,12.63009625,2.848259561,
13b,12.63009625,2.839589194,
13b,12.63009625,2.830918827,
13b,12.63009625,2.822248459,
13b,12.63009625,2.813578092,
13b,12.63009625,2.804907724,
13b,12.63009625,2.796237357,
13b,12.63009625,2.787566989,
13b,12.63009625,2.778896622,
13b,12.63009625,2.770226254,
13b,13.07927068,2.934958091,
13b,13.0151029,2.924120866,
13b,13.0151029,2.915450499,
13b,13.0151029,2.906780131,
13b,13.0151029,2.898109764,
13b,13.0151029,2.889439397,
13b,13.0151029,2.880769029,
13b,13.0151029,2.872098662,
13b,13.0151029,2.863428294,
13b,13.0151029,2.854757927,
13b,13.07927068,2.761550742,
13b,13.0151029,2.750713518,
13b,13.0151029,2.74204315,
13b,13.0151029,2.733372783,
13b,13.0151029,2.724702415,
13b,13.20760623,2.956632539,
13b,13.20760623,2.947962172,
13b,13.40010955,2.843915557,
13b,13.40010955,2.83524519,
13b,13.40010955,2.826574822,
13b,13.40010955,2.817904455,
13b,13.40010955,2.809234088,
13b,13.40010955,2.80056372,
13b,13.40010955,2.791893353,
13b,13.40010955,2.783222985,
13b,13.40010955,2.774552618,
13b,13.46427733,2.713859311,
13b,13.40010955,2.703022087,
13b,13.40010955,2.694351719,
13b,13.40010955,2.685681352,
13b,13.40010955,2.677010984,
13b,13.59261288,2.921946659,
13b,13.59261288,2.913276292,
13b,13.59261288,2.904605924,
13b,13.59261288,2.895935557,
13b,13.59261288,2.887265189,
13b,13.59261288,2.878594822,
13b,13.59261288,2.869924455,
13b,13.59261288,2.861254087,
13b,13.59261288,2.85258372,
13b,13.59261288,2.765880045,
13b,13.59261288,2.726863392,
13b,13.78511621,2.666168615,
13b,13.97761953,2.692177512,
13b,13.97761953,2.683507145,
13b,13.97761953,2.674836777,
13b,13.97761953,2.657496042,
13b,14.17012286,2.64882347,
13b,14.17012286,2.640153102,
13b,14.17012286,2.631482735,
13b,14.17012286,2.622812367,
13b,14.17012286,2.615225796,
13b,14.74763284,2.635811303,
13b,14.94013616,2.627138731,
13b,14.94013616,2.618468363,
13b,14.94013616,2.609797996,
13b,15.00430394,2.588121342,
13b,14.74763284,2.581621507,
13b,15.32514281,2.575112116,
13b,15.51764614,2.618461748,
13b,15.51764614,2.609791381,
13b,15.51764614,2.601121013,
13b,15.71014946,2.592448441,
13b,15.71014946,2.583778073,
13b,15.71014946,2.566437339,
13b,15.71014946,2.559934563,
13b,15.90265279,2.575105501,
13b,16.28765944,2.566430723,
13b,16.28765944,2.559927948,
13b,16.48016277,2.536082232,
13b,16.48016277,2.527411865,
13b,16.48016277,2.519825293,
13b,16.86516942,2.551250965,
13b,16.86516942,2.542580598,
13b,16.92933719,2.511511046,
13b,17.31434385,2.531737493,
13b,17.25017607,2.520900269,
13b,17.4426794,2.544741574,
13b,17.4426794,2.510060105,
13b,17.63518272,2.484046797,
13b,17.82768605,2.536066797,
13b,17.82768605,2.527396429,
13b,17.82768605,2.520893654,
13b,18.02018937,2.47537202,
13b,18.02018937,2.467785448,
13b,18.2126927,2.484040182,
13b,18.40519602,2.461278262,
13b,18.59769935,2.471030221,
13b,18.982706,2.462355443,
13b,19.75271931,2.442838296,
13b,20.33022928,2.434161313,
13b,20.33022928,2.427658538,
13b,21.10024259,2.429817309,
13b,21.10024259,2.422230738,
13b,22.64026919,2.401620974,
13b,22.64026919,2.392950607,
13b,23.02527584,2.384275829,
13b,23.21777917,2.392943992,
13b,23.41028249,2.377768644,
13b,23.60278582,2.384269214,
13b,24.9503091,2.358242676,
13b,25.33531575,2.351735491,
13b,25.7203224,2.358233856,
13b,26.16949683,2.351003405,
13b,26.87534236,2.35171785,
13b,26.68283903,2.347384871,
13b,28.41536896,2.34086225,
13b,28.41536896,2.333275679,
13b,29.18538227,2.330015471,
13b,28.99287894,2.325682492,
13b,29.63455669,2.319894897,
13b,30.1478989,2.319166486,
13b,31.49542218,2.310480683,
13b,31.88042883,2.303973497,
13b,32.07293215,2.310474068,
13b,32.65044213,2.302880881,
13b,33.22795211,2.299622878,
13b,34.63964316,2.285156095,
13b,35.34548869,2.282257887,
13b,35.15298537,2.277924908,
13b,36.115502,2.277913883,
13b,37.6555286,2.258387916,
13b,38.04053525,2.250796934,
13b,38.4255419,2.256211504,
13b,38.87471633,2.24609093,
13b,39.58056186,2.249695498,
13b,39.58056186,2.243192722,
13b,40.79974959,2.233785858,
13b,41.50559512,2.236667896,
13b,41.50559512,2.229081324,
13b,42.27560842,2.2301563,
13b,42.08310509,2.225823321,
13b,42.8531184,2.227982093,
13b,42.8531184,2.221479317,
13b,44.26480945,2.220740616,
13b,44.97065498,2.223622653,
13b,44.97065498,2.216036082,
13b,45.74066828,2.221446241,
13b,45.74066828,2.213859669,
13b,47.66570154,2.206251047,
13b,47.66570154,2.198664476,
13b,48.43571484,2.201907043,
13b,48.43571484,2.195404267,
13b,49.01322482,2.201900428,
13b,50.3607481,2.206220176,
13b,51.13076141,2.202959968,
13b,51.90077471,2.201867352,
13b,52.47828469,2.201860736,
13b,53.82580797,2.193174933,
13b,53.82580797,2.186672158,
13b,54.59582127,2.193166113,
13b,54.59582127,2.186663338,
13b,55.36583457,2.190989701,
13b,55.17333125,2.186656722,
13b,55.94334455,2.190983086,
13b,56.90586118,2.193139652,
13b,57.29086783,2.187716262,
13b,58.06088113,2.186623646,
13b,58.06088113,2.180120871,
13b,58.63839111,2.184449439,
13b,59.98591439,2.173596044,
13b,59.98591439,2.167093269,
13b,60.75592769,2.16925204,
13b,60.75592769,2.160581673,
13b,61.33343767,2.162742649,
13b,61.33343767,2.156239874,
13b,63.0659676,2.154052436,
13b,63.0659676,2.146465865,
13b,63.83598091,2.149708432,
13b,63.83598091,2.143205657,
13b,64.60599421,2.149699612,
13b,64.60599421,2.143196836,
13b,66.53102747,2.149677561,
13b,66.53102747,2.143174786,
13b,67.30104077,2.149668741,
13b,67.30104077,2.143165965,
13b,68.07105407,2.14965992,
13b,67.87855075,2.14315935,
13b,68.64856405,2.151820897,
13b,69.99608733,2.145302686,
13b,70.38109398,2.1387955,
13b,70.76610063,2.145293866,
13b,71.21527506,2.138063414,
13b,71.72861726,2.140947657,
13b,71.92112059,2.134442676,
13b,73.07614054,2.145267405,
13b,73.46114719,2.136592627,
13b,73.84615385,2.143090993,
13b,73.84615385,2.131169237,
13b,74.61616715,2.132244213,
13b,74.61616715,2.125741437,
13b,76.54120041,2.134389754,
13b,77.31121371,2.132213342,
13b,77.31121371,2.125710566,
13b,78.08122701,2.125701746,
13b,77.88872369,2.121368767,
13b,79.68542139,2.12496084,
13b,80.39126692,2.125675285,
13b,80.39126692,2.118088714,
13b,81.16128023,2.121331281,
13b,80.9687769,2.116998302,
13b,81.7387902,2.119157074,
13b,83.08631348,2.119141638,
13b,83.85632679,2.11588143,
13b,84.62634009,2.114788814,
13b,84.62634009,2.108286038,
13b,85.20385007,2.110447015,
13b,86.93638,2.09958921,
13b,86.74387667,2.095256231,
13b,87.7063933,2.097412798,
13b,87.7063933,2.090910022,
13b,88.4764066,2.097403978,
13b,88.4764066,2.090901202,
13b,89.05391658,2.099564954,
13b,90.40143986,2.101717111,
13b,90.78644651,2.097377517,
13b,91.17145317,2.106043474,
13b,91.55645982,2.099536288,
13b,91.94146647,2.106034654,
13b,92.13396979,2.099529673,
13b,93.86649973,2.097342235,
13b,93.86649973,2.09083946,
13b,94.63651303,2.095165823,
13b,94.63651303,2.087579252,
13b,95.40652633,2.090821819,
13b,95.21402301,2.086488841,
13b,97.01072071,2.089358382,
13b,97.71656624,2.09296295,
13b,97.71656624,2.086460175,
13b,98.48657954,2.086451354,
13b,98.48657954,2.079948579,
13b,99.06408952,2.084277147,
13b,99.06408952,2.077774372,
13b,100.7966195,2.079922118,
13b,101.5666328,2.079913297,
13b,102.3366461,2.078820681,
13b,103.8766727,2.075551653,
13b,104.646686,2.075542832,
13b,105.4166993,2.07336642,
13b,106.9567259,2.075516371,
13b,106.9567259,2.069013596,
13b,107.7267392,2.075507551,
13b,107.7267392,2.069004776,
13b,108.4967525,2.075498731,
13b,108.4967525,2.068995955,
13b,109.0742625,2.073324524,
13b,110.4859535,2.063915455,
13b,111.191799,2.066797492,
