"Step","training spikes - lm loss","training spikes - lm loss__MIN","training spikes - lm loss__MAX","k2 training - lm loss","k2 training - lm loss__MIN","k2 training - lm loss__MAX"
"94668240","","","","1.6242601871490479","1.6242601871490479","1.6242601871490479"
"94747800","","","","1.640283465385437","1.640283465385437","1.640283465385437"
"94762080","","","","1.6154333353042603","1.6154333353042603","1.6154333353042603"
"94768200","","","","1.60538649559021","1.60538649559021","1.60538649559021"
"94786560","","","","1.6033012866973877","1.6033012866973877","1.6033012866973877"
"94794720","","","","1.6400481462478638","1.6400481462478638","1.6400481462478638"
"94849800","","","","1.6319221258163452","1.6319221258163452","1.6319221258163452"
"94886520","","","","1.602604866027832","1.602604866027832","1.602604866027832"
"94931400","","","","1.6495387554168701","1.6495387554168701","1.6495387554168701"
"94939560","","","","1.6444735527038574","1.6444735527038574","1.6444735527038574"
"95004840","","","","1.6217470169067383","1.6217470169067383","1.6217470169067383"
"95094600","","","","1.610678791999817","1.610678791999817","1.610678791999817"
"95135400","","","","1.631534457206726","1.631534457206726","1.631534457206726"
"95212920","","","","1.637416124343872","1.637416124343872","1.637416124343872"
"95314920","","","","1.6406188011169434","1.6406188011169434","1.6406188011169434"
"95323080","","","","1.6436325311660767","1.6436325311660767","1.6436325311660767"
"95337360","","","","1.6407922506332397","1.6407922506332397","1.6407922506332397"
"95447520","","","","1.6432156562805176","1.6432156562805176","1.6432156562805176"
"95498520","","","","1.6275478601455688","1.6275478601455688","1.6275478601455688"
"95506680","","","","1.619995355606079","1.619995355606079","1.619995355606079"
"95600520","","","","1.6355034112930298","1.6355034112930298","1.6355034112930298"
"95641320","","","","1.6355727910995483","1.6355727910995483","1.6355727910995483"
"95684160","","","","1.6212846040725708","1.6212846040725708","1.6212846040725708"
"95731080","","","","1.5891143083572388","1.5891143083572388","1.5891143083572388"
"95767800","","","","1.6305205821990967","1.6305205821990967","1.6305205821990967"
"95769840","","","","1.633668065071106","1.633668065071106","1.633668065071106"
"95857560","","","","1.6425962448120117","1.6425962448120117","1.6425962448120117"
"95943240","","","","1.6387126445770264","1.6387126445770264","1.6387126445770264"
"95951400","","","","1.636366844177246","1.636366844177246","1.636366844177246"
"96041160","","","","1.6138554811477661","1.6138554811477661","1.6138554811477661"
"96096240","","","","1.615114450454712","1.615114450454712","1.615114450454712"
"96108480","","","","1.639944076538086","1.639944076538086","1.639944076538086"
"96128880","","","","1.6375936269760132","1.6375936269760132","1.6375936269760132"
"96177840","","","","1.621559500694275","1.621559500694275","1.621559500694275"
"96181920","","","","1.6173725128173828","1.6173725128173828","1.6173725128173828"
"96202320","","","","1.649788737297058","1.649788737297058","1.649788737297058"
"96230880","","","","1.651278018951416","1.651278018951416","1.651278018951416"
"96241080","","","","1.634893774986267","1.634893774986267","1.634893774986267"
"96343080","","","","1.637359619140625","1.637359619140625","1.637359619140625"
"96347160","","","","1.6411750316619873","1.6411750316619873","1.6411750316619873"
"96363480","","","","1.6352570056915283","1.6352570056915283","1.6352570056915283"
"96543000","","","","1.6126831769943237","1.6126831769943237","1.6126831769943237"
"96561360","","","","1.642838478088379","1.642838478088379","1.642838478088379"
"96659280","1.6122599840164185","1.6122599840164185","1.6122599840164185","","",""
"96708240","","","","1.6269230842590332","1.6269230842590332","1.6269230842590332"
"96759240","","","","1.6126060485839844","1.6126060485839844","1.6126060485839844"
"96816360","","","","1.6259167194366455","1.6259167194366455","1.6259167194366455"
"96822480","","","","1.6176774501800537","1.6176774501800537","1.6176774501800537"
"96849000","","","","1.628936529159546","1.628936529159546","1.628936529159546"
"96859200","","","","1.627769947052002","1.627769947052002","1.627769947052002"
"96881640","","","","1.6116429567337036","1.6116429567337036","1.6116429567337036"
"96902040","","","","1.6182347536087036","1.6182347536087036","1.6182347536087036"
"96914280","","","","1.6380153894424438","1.6380153894424438","1.6380153894424438"
"96981600","","","","1.6210176944732666","1.6210176944732666","1.6210176944732666"
"97059120","","","","1.6341339349746704","1.6341339349746704","1.6341339349746704"
"97061160","","","","1.6018472909927368","1.6018472909927368","1.6018472909927368"
"97110120","","","","1.6026798486709595","1.6026798486709595","1.6026798486709595"
"97126440","","","","1.636959433555603","1.636959433555603","1.636959433555603"
"97134600","","","","1.6226038932800293","1.6226038932800293","1.6226038932800293"
"97159080","","","","1.6071559190750122","1.6071559190750122","1.6071559190750122"
"97352880","","","","1.6210246086120605","1.6210246086120605","1.6210246086120605"
"97371240","","","","1.6477382183074951","1.6477382183074951","1.6477382183074951"
"97414080","","","","1.6387361288070679","1.6387361288070679","1.6387361288070679"
"97432440","","","","1.6605178117752075","1.6605178117752075","1.6605178117752075"
"97469160","","","","1.6318458318710327","1.6318458318710327","1.6318458318710327"
"97509960","","","","1.6117236614227295","1.6117236614227295","1.6117236614227295"
"97667040","","","","1.6139425039291382","1.6139425039291382","1.6139425039291382"
"97677240","","","","1.645025372505188","1.645025372505188","1.645025372505188"
"97697640","","","","1.6359810829162598","1.6359810829162598","1.6359810829162598"
"97705800","","","","1.6161643266677856","1.6161643266677856","1.6161643266677856"
"97805760","","","","1.6207433938980103","1.6207433938980103","1.6207433938980103"
"97993440","","","","1.6496195793151855","1.6496195793151855","1.6496195793151855"
"98054640","","","","1.608116865158081","1.608116865158081","1.608116865158081"
"98083200","","","","1.6414810419082642","1.6414810419082642","1.6414810419082642"
"98244360","","","","1.6337363719940186","1.6337363719940186","1.6337363719940186"
"98264760","","","","1.6222947835922241","1.6222947835922241","1.6222947835922241"
"98301480","","","","1.609802484512329","1.609802484512329","1.609802484512329"
"98332080","","","","1.6163816452026367","1.6163816452026367","1.6163816452026367"
"98381040","","","","1.6315838098526","1.6315838098526","1.6315838098526"
"98458560","","","","1.6473878622055054","1.6473878622055054","1.6473878622055054"
"98503440","","","","1.6185204982757568","1.6185204982757568","1.6185204982757568"
"98534040","","","","1.6155259609222412","1.6155259609222412","1.6155259609222412"
"98536080","","","","1.6238731145858765","1.6238731145858765","1.6238731145858765"
"98550360","","","","1.6279399394989014","1.6279399394989014","1.6279399394989014"
"98552400","","","","1.626537561416626","1.626537561416626","1.626537561416626"
"98656440","","","","1.6118966341018677","1.6118966341018677","1.6118966341018677"
"98674800","","","","1.639098882675171","1.639098882675171","1.639098882675171"
"98699280","1.6231188774108887","1.6231188774108887","1.6231188774108887","1.6231188774108887","1.6231188774108887","1.6231188774108887"
"98915520","","","","1.6259924173355103","1.6259924173355103","1.6259924173355103"
"98944080","","","","1.6189978122711182","1.6189978122711182","1.6189978122711182"
"99166440","","","","1.622162938117981","1.622162938117981","1.622162938117981"
"99225600","","","","1.6356418132781982","1.6356418132781982","1.6356418132781982"
"99313320","","","","1.6456782817840576","1.6456782817840576","1.6456782817840576"
"99319440","","","","1.6193476915359497","1.6193476915359497","1.6193476915359497"
"99335760","","","","1.5960066318511963","1.5960066318511963","1.5960066318511963"
"99337800","","","","1.6295855045318604","1.6295855045318604","1.6295855045318604"
"99354120","","","","1.611080527305603","1.611080527305603","1.611080527305603"
"99380640","","","","1.6309400796890259","1.6309400796890259","1.6309400796890259"
"99413280","","","","1.6235640048980713","1.6235640048980713","1.6235640048980713"
"99415320","","","","1.598455786705017","1.598455786705017","1.598455786705017"
"99439800","","","","1.621537446975708","1.621537446975708","1.621537446975708"
"99458160","","","","1.621106743812561","1.621106743812561","1.621106743812561"
"99472440","","","","1.6422492265701294","1.6422492265701294","1.6422492265701294"
"99476520","","","","1.6192100048065186","1.6192100048065186","1.6192100048065186"
"99490800","","","","1.6278290748596191","1.6278290748596191","1.6278290748596191"
"99503040","","","","1.5948368310928345","1.5948368310928345","1.5948368310928345"
"99521400","","","","1.6222834587097168","1.6222834587097168","1.6222834587097168"
"99533640","","","","1.6196060180664062","1.6196060180664062","1.6196060180664062"
"99543840","","","","1.6342378854751587","1.6342378854751587","1.6342378854751587"
"99572400","","","","1.6360808610916138","1.6360808610916138","1.6360808610916138"
"99637680","","","","1.622796654701233","1.622796654701233","1.622796654701233"
"99719280","","","","1.609596610069275","1.609596610069275","1.609596610069275"
"99809040","","","","1.6180678606033325","1.6180678606033325","1.6180678606033325"
"99911040","","","","1.6218241453170776","1.6218241453170776","1.6218241453170776"
"99923280","","","","1.611921787261963","1.611921787261963","1.611921787261963"
"99953880","","","","1.6285182237625122","1.6285182237625122","1.6285182237625122"
"100015080","","","","1.616114616394043","1.616114616394043","1.616114616394043"
"100106880","","","","1.6384668350219727","1.6384668350219727","1.6384668350219727"
"100157880","","","","1.6416254043579102","1.6416254043579102","1.6416254043579102"
"100166040","","","","1.629140019416809","1.629140019416809","1.629140019416809"
"100172160","","","","1.626846432685852","1.626846432685852","1.626846432685852"
"100186440","","","","1.6190787553787231","1.6190787553787231","1.6190787553787231"
"100233360","","","","1.6279910802841187","1.6279910802841187","1.6279910802841187"
"100284360","","","","1.6216155290603638","1.6216155290603638","1.6216155290603638"
"100312920","","","","1.664426326751709","1.664426326751709","1.664426326751709"
"100408800","","","","1.6321964263916016","1.6321964263916016","1.6321964263916016"
"100412880","","","","1.6353089809417725","1.6353089809417725","1.6353089809417725"
"100518960","","","","1.642994999885559","1.642994999885559","1.642994999885559"
"100586280","","","","1.6358518600463867","1.6358518600463867","1.6358518600463867"
"100590360","","","","1.6349661350250244","1.6349661350250244","1.6349661350250244"
"100633200","","","","1.626822590827942","1.626822590827942","1.626822590827942"
"100639320","","","","1.628858208656311","1.628858208656311","1.628858208656311"
"100680120","","","","1.611904501914978","1.611904501914978","1.611904501914978"
"100702560","","","","1.6438413858413696","1.6438413858413696","1.6438413858413696"
"100739280","1.6292747259140015","1.6292747259140015","1.6292747259140015","","",""
"100780080","","","","1.639111876487732","1.639111876487732","1.639111876487732"
"100816800","","","","1.6165525913238525","1.6165525913238525","1.6165525913238525"
"100843320","","","","1.618100881576538","1.618100881576538","1.618100881576538"
"100855560","","","","1.6216998100280762","1.6216998100280762","1.6216998100280762"
"100859640","","","","1.6569446325302124","1.6569446325302124","1.6569446325302124"
"100992240","","","","1.6209479570388794","1.6209479570388794","1.6209479570388794"
"101002440","","","","1.6362320184707642","1.6362320184707642","1.6362320184707642"
"101059560","","","","1.626227617263794","1.626227617263794","1.626227617263794"
"101102400","","","","1.6396242380142212","1.6396242380142212","1.6396242380142212"
"101184000","","","","1.6215012073516846","1.6215012073516846","1.6215012073516846"
"101235000","","","","1.6252429485321045","1.6252429485321045","1.6252429485321045"
"101257440","","","","1.6204763650894165","1.6204763650894165","1.6204763650894165"
"101337000","","","","1.6361753940582275","1.6361753940582275","1.6361753940582275"
"101345160","","","","1.6507827043533325","1.6507827043533325","1.6507827043533325"
"101355360","","","","1.6361515522003174","1.6361515522003174","1.6361515522003174"
"101379840","","","","1.6047461032867432","1.6047461032867432","1.6047461032867432"
"101392080","","","","1.6326237916946411","1.6326237916946411","1.6326237916946411"
"101398200","","","","1.5898219347000122","1.5898219347000122","1.5898219347000122"
"101445120","","","","1.6177616119384766","1.6177616119384766","1.6177616119384766"
"101514480","","","","1.643474817276001","1.643474817276001","1.643474817276001"
"101530800","","","","1.640215277671814","1.640215277671814","1.640215277671814"
"101643000","","","","1.6400500535964966","1.6400500535964966","1.6400500535964966"
"101669520","","","","1.656323790550232","1.656323790550232","1.656323790550232"
"101771520","","","","1.6508647203445435","1.6508647203445435","1.6508647203445435"
"101810280","","","","1.625025749206543","1.625025749206543","1.625025749206543"
"101838840","","","","1.6309616565704346","1.6309616565704346","1.6309616565704346"
"101908200","","","","1.6367738246917725","1.6367738246917725","1.6367738246917725"
"101918400","","","","1.6047590970993042","1.6047590970993042","1.6047590970993042"
"101975520","","","","1.6371040344238281","1.6371040344238281","1.6371040344238281"
"102040800","","","","1.6191444396972656","1.6191444396972656","1.6191444396972656"
"102057120","","","","1.6385393142700195","1.6385393142700195","1.6385393142700195"
"102073440","","","","1.6360036134719849","1.6360036134719849","1.6360036134719849"
"102124440","","","","1.600885033607483","1.600885033607483","1.600885033607483"
"102134640","","","","1.6387535333633423","1.6387535333633423","1.6387535333633423"
"102165240","","","","1.6087549924850464","1.6087549924850464","1.6087549924850464"
"102195840","","","","1.6030912399291992","1.6030912399291992","1.6030912399291992"
"102214200","","","","1.6204689741134644","1.6204689741134644","1.6204689741134644"
"102242760","","","","1.598397135734558","1.598397135734558","1.598397135734558"
"102259080","","","","1.624509572982788","1.624509572982788","1.624509572982788"
"102269280","","","","1.6316858530044556","1.6316858530044556","1.6316858530044556"
"102279480","","","","1.6320505142211914","1.6320505142211914","1.6320505142211914"
"102363120","","","","1.6095302104949951","1.6095302104949951","1.6095302104949951"
"102379440","","","","1.6162644624710083","1.6162644624710083","1.6162644624710083"
"102389640","","","","1.640534520149231","1.640534520149231","1.640534520149231"
"102420240","","","","1.6265391111373901","1.6265391111373901","1.6265391111373901"
"102463080","","","","1.6244580745697021","1.6244580745697021","1.6244580745697021"
"102477360","","","","1.612056851387024","1.612056851387024","1.612056851387024"
"102532440","","","","1.6394473314285278","1.6394473314285278","1.6394473314285278"
"102542640","","","","1.6026856899261475","1.6026856899261475","1.6026856899261475"
"102597720","","","","1.63192617893219","1.63192617893219","1.63192617893219"
"102609960","","","","1.6331762075424194","1.6331762075424194","1.6331762075424194"
"102707880","","","","1.61923086643219","1.61923086643219","1.61923086643219"
"102742560","","","","1.6121454238891602","1.6121454238891602","1.6121454238891602"
"102779280","1.6240425109863281","1.6240425109863281","1.6240425109863281","","",""
"102873120","","","","1.6398465633392334","1.6398465633392334","1.6398465633392334"
"102909840","","","","1.6306754350662231","1.6306754350662231","1.6306754350662231"
"102936360","","","","1.6245487928390503","1.6245487928390503","1.6245487928390503"
"103064880","","","","1.6229770183563232","1.6229770183563232","1.6229770183563232"
"103093440","","","","1.6300877332687378","1.6300877332687378","1.6300877332687378"
"103111800","","","","1.6471625566482544","1.6471625566482544","1.6471625566482544"
"103148520","","","","1.6053987741470337","1.6053987741470337","1.6053987741470337"
"103164840","","","","1.6330320835113525","1.6330320835113525","1.6330320835113525"
"103230120","","","","1.5997544527053833","1.5997544527053833","1.5997544527053833"
"103289280","","","","1.616836667060852","1.616836667060852","1.616836667060852"
"103291320","","","","1.6221778392791748","1.6221778392791748","1.6221778392791748"
"103295400","","","","1.6183322668075562","1.6183322668075562","1.6183322668075562"
"103397400","","","","1.631809115409851","1.631809115409851","1.631809115409851"
"103440240","","","","1.6151798963546753","1.6151798963546753","1.6151798963546753"
"103448400","","","","1.6235235929489136","1.6235235929489136","1.6235235929489136"
"103485120","","","","1.6289951801300049","1.6289951801300049","1.6289951801300049"
"103499400","","","","1.6078734397888184","1.6078734397888184","1.6078734397888184"
"103509600","","","","1.6277766227722168","1.6277766227722168","1.6277766227722168"
"103672800","","","","1.611069679260254","1.611069679260254","1.611069679260254"
"103699320","","","","1.619615077972412","1.619615077972412","1.619615077972412"
"103766640","","","","1.6421271562576294","1.6421271562576294","1.6421271562576294"
"103815600","","","","1.627793550491333","1.627793550491333","1.627793550491333"
"103829880","","","","1.624955654144287","1.624955654144287","1.624955654144287"
"103860480","","","","1.6163933277130127","1.6163933277130127","1.6163933277130127"
"103868640","","","","1.6323823928833008","1.6323823928833008","1.6323823928833008"
"103909440","","","","1.6197583675384521","1.6197583675384521","1.6197583675384521"
"103911480","","","","1.626142978668213","1.626142978668213","1.626142978668213"
"103950240","","","","1.6347485780715942","1.6347485780715942","1.6347485780715942"
"103980840","","","","1.582419514656067","1.582419514656067","1.582419514656067"
"104115480","","","","1.610727310180664","1.610727310180664","1.610727310180664"
"104137920","","","","1.624692678451538","1.624692678451538","1.624692678451538"
"104178720","","","","1.6269052028656006","1.6269052028656006","1.6269052028656006"
"104231760","","","","1.6104540824890137","1.6104540824890137","1.6104540824890137"
"104260320","","","","1.6287848949432373","1.6287848949432373","1.6287848949432373"
"104317440","","","","1.6246002912521362","1.6246002912521362","1.6246002912521362"
"104341920","","","","1.6200977563858032","1.6200977563858032","1.6200977563858032"
"104362320","","","","1.6106599569320679","1.6106599569320679","1.6106599569320679"
"104394960","","","","1.6018574237823486","1.6018574237823486","1.6018574237823486"
"104411280","","","","1.6307600736618042","1.6307600736618042","1.6307600736618042"
"104472480","","","","1.6233640909194946","1.6233640909194946","1.6233640909194946"
"104480640","","","","1.607422113418579","1.607422113418579","1.607422113418579"
"104499000","","","","1.5985651016235352","1.5985651016235352","1.5985651016235352"
"104511240","","","","1.627831220626831","1.627831220626831","1.627831220626831"
"104688720","","","","1.6385759115219116","1.6385759115219116","1.6385759115219116"
"104737680","","","","1.608049750328064","1.608049750328064","1.608049750328064"
"104813160","","","","1.6267039775848389","1.6267039775848389","1.6267039775848389"
"104817240","","","","1.6194297075271606","1.6194297075271606","1.6194297075271606"
"104819280","1.614172101020813","1.614172101020813","1.614172101020813","","",""
"104988600","","","","1.6189810037612915","1.6189810037612915","1.6189810037612915"
"105029400","","","","1.6232237815856934","1.6232237815856934","1.6232237815856934"
"105066120","","","","1.6202768087387085","1.6202768087387085","1.6202768087387085"
"105131400","","","","1.6165704727172852","1.6165704727172852","1.6165704727172852"
"105149760","","","","1.5957783460617065","1.5957783460617065","1.5957783460617065"
"105178320","","","","1.6041861772537231","1.6041861772537231","1.6041861772537231"
"105208920","","","","1.622126579284668","1.622126579284668","1.622126579284668"
"105210960","","","","1.6275359392166138","1.6275359392166138","1.6275359392166138"
"105435360","","","","1.6367337703704834","1.6367337703704834","1.6367337703704834"
"105533280","","","","1.6329461336135864","1.6329461336135864","1.6329461336135864"
"105563880","","","","1.6354098320007324","1.6354098320007324","1.6354098320007324"
"105567960","","","","1.6255590915679932","1.6255590915679932","1.6255590915679932"
"105572040","","","","1.6200282573699951","1.6200282573699951","1.6200282573699951"
"105623040","","","","1.6418441534042358","1.6418441534042358","1.6418441534042358"
"105682200","","","","1.6231828927993774","1.6231828927993774","1.6231828927993774"
"105702600","","","","1.6191120147705078","1.6191120147705078","1.6191120147705078"
"105718920","","","","1.646673560142517","1.646673560142517","1.646673560142517"
"105769920","","","","1.6113559007644653","1.6113559007644653","1.6113559007644653"
"105776040","","","","1.6104785203933716","1.6104785203933716","1.6104785203933716"
"105784200","","","","1.6117759943008423","1.6117759943008423","1.6117759943008423"
"105861720","","","","1.635150671005249","1.635150671005249","1.635150671005249"
"105900480","","","","1.6292033195495605","1.6292033195495605","1.6292033195495605"
"105920880","","","","1.5907925367355347","1.5907925367355347","1.5907925367355347"
"106006560","","","","1.6624513864517212","1.6624513864517212","1.6624513864517212"
"106051440","","","","1.62498939037323","1.62498939037323","1.62498939037323"
"106126920","","","","1.6105684041976929","1.6105684041976929","1.6105684041976929"
"106169760","","","","1.6148712635040283","1.6148712635040283","1.6148712635040283"
"106263600","","","","1.6003553867340088","1.6003553867340088","1.6003553867340088"
"106271760","","","","1.620720386505127","1.620720386505127","1.620720386505127"
"106284000","","","","1.635372281074524","1.635372281074524","1.635372281074524"
"106326840","","","","1.593662142753601","1.593662142753601","1.593662142753601"
"106379880","","","","1.6118971109390259","1.6118971109390259","1.6118971109390259"
"106386000","","","","1.6051218509674072","1.6051218509674072","1.6051218509674072"
"106390080","","","","1.6187952756881714","1.6187952756881714","1.6187952756881714"
"106392120","","","","1.6381503343582153","1.6381503343582153","1.6381503343582153"
"106447200","","","","1.6044572591781616","1.6044572591781616","1.6044572591781616"
"106502280","","","","1.6289180517196655","1.6289180517196655","1.6289180517196655"
"106604280","","","","1.6064414978027344","1.6064414978027344","1.6064414978027344"
"106665480","","","","1.6311181783676147","1.6311181783676147","1.6311181783676147"
"106722600","","","","1.6097168922424316","1.6097168922424316","1.6097168922424316"
"106777680","","","","1.629865050315857","1.629865050315857","1.629865050315857"
"106859280","1.6420040130615234","1.6420040130615234","1.6420040130615234","","",""
"106914360","","","","1.6272104978561401","1.6272104978561401","1.6272104978561401"
"106957200","","","","1.605515718460083","1.605515718460083","1.605515718460083"
"106993920","","","","1.6192103624343872","1.6192103624343872","1.6192103624343872"
"107130600","","","","1.6211057901382446","1.6211057901382446","1.6211057901382446"
"107189760","","","","1.6230690479278564","1.6230690479278564","1.6230690479278564"
"107265240","","","","1.6356748342514038","1.6356748342514038","1.6356748342514038"
"107365200","","","","1.627701759338379","1.627701759338379","1.627701759338379"
"107401920","","","","1.637990117073059","1.637990117073059","1.637990117073059"
"107426400","","","","1.615170955657959","1.615170955657959","1.615170955657959"
"107444760","","","","1.6139435768127441","1.6139435768127441","1.6139435768127441"
"107522280","","","","1.6158369779586792","1.6158369779586792","1.6158369779586792"
"107658960","","","","1.6180042028427124","1.6180042028427124","1.6180042028427124"
"107691600","","","","1.613497257232666","1.613497257232666","1.613497257232666"
"107816040","","","","1.5892870426177979","1.5892870426177979","1.5892870426177979"
"107834400","","","","1.602844476699829","1.602844476699829","1.602844476699829"
"107860920","","","","1.6225100755691528","1.6225100755691528","1.6225100755691528"
"107875200","","","","1.637336015701294","1.637336015701294","1.637336015701294"
"107877240","","","","1.6024233102798462","1.6024233102798462","1.6024233102798462"
"107954760","","","","1.5901933908462524","1.5901933908462524","1.5901933908462524"
"107993520","","","","1.6260409355163574","1.6260409355163574","1.6260409355163574"
"108032280","","","","1.638795256614685","1.638795256614685","1.638795256614685"
"108036360","","","","1.6109294891357422","1.6109294891357422","1.6109294891357422"
"108056760","","","","1.6222496032714844","1.6222496032714844","1.6222496032714844"
"108117960","","","","1.6331287622451782","1.6331287622451782","1.6331287622451782"
"108193440","","","","1.605607271194458","1.605607271194458","1.605607271194458"
"108201600","","","","1.6010565757751465","1.6010565757751465","1.6010565757751465"
"108273000","","","","1.6168992519378662","1.6168992519378662","1.6168992519378662"
"108285240","","","","1.6142570972442627","1.6142570972442627","1.6142570972442627"
"108289320","","","","1.6219980716705322","1.6219980716705322","1.6219980716705322"
"108438240","","","","1.6081897020339966","1.6081897020339966","1.6081897020339966"
"108440280","","","","1.6222259998321533","1.6222259998321533","1.6222259998321533"
"108642240","","","","1.639389157295227","1.639389157295227","1.639389157295227"
"108778920","","","","1.6110609769821167","1.6110609769821167","1.6110609769821167"
"108860520","","","","1.5983531475067139","1.5983531475067139","1.5983531475067139"
"108899280","1.6130439043045044","1.6130439043045044","1.6130439043045044","","",""
"108952320","","","","1.6176203489303589","1.6176203489303589","1.6176203489303589"
"109011480","","","","1.6118605136871338","1.6118605136871338","1.6118605136871338"
"109052280","","","","1.625357747077942","1.625357747077942","1.625357747077942"
"109166520","","","","1.6597508192062378","1.6597508192062378","1.6597508192062378"
"109254240","","","","1.614888310432434","1.614888310432434","1.614888310432434"
"109282800","","","","1.6317085027694702","1.6317085027694702","1.6317085027694702"
"109331760","","","","1.6346189975738525","1.6346189975738525","1.6346189975738525"
"109378680","","","","1.607946753501892","1.607946753501892","1.607946753501892"
"109468440","","","","1.6284984350204468","1.6284984350204468","1.6284984350204468"
"109486800","","","","1.6281449794769287","1.6281449794769287","1.6281449794769287"
"109525560","","","","1.601504921913147","1.601504921913147","1.601504921913147"
"109535760","","","","1.6393388509750366","1.6393388509750366","1.6393388509750366"
"109619400","","","","1.6076507568359375","1.6076507568359375","1.6076507568359375"
"109656120","","","","1.6229294538497925","1.6229294538497925","1.6229294538497925"
"109668360","","","","1.6271449327468872","1.6271449327468872","1.6271449327468872"
"109727520","","","","1.6186723709106445","1.6186723709106445","1.6186723709106445"
"109849920","","","","1.5904335975646973","1.5904335975646973","1.5904335975646973"
"109902960","","","","1.6137477159500122","1.6137477159500122","1.6137477159500122"
"109998840","","","","1.6222834587097168","1.6222834587097168","1.6222834587097168"
"110037600","","","","1.6117278337478638","1.6117278337478638","1.6117278337478638"
"110076360","","","","1.6126970052719116","1.6126970052719116","1.6126970052719116"
"110145720","","","","1.6049134731292725","1.6049134731292725","1.6049134731292725"
"110235480","","","","1.6401094198226929","1.6401094198226929","1.6401094198226929"
"110390520","","","","1.6078381538391113","1.6078381538391113","1.6078381538391113"
"110519040","","","","1.6236759424209595","1.6236759424209595","1.6236759424209595"
"110659800","","","","1.6096277236938477","1.6096277236938477","1.6096277236938477"
"110692440","","","","1.6216670274734497","1.6216670274734497","1.6216670274734497"
"110700600","","","","1.6319679021835327","1.6319679021835327","1.6319679021835327"
"110741400","","","","1.6346217393875122","1.6346217393875122","1.6346217393875122"
"110751600","","","","1.5925229787826538","1.5925229787826538","1.5925229787826538"
"110772000","","","","1.6014560461044312","1.6014560461044312","1.6014560461044312"
"110794440","","","","1.6188477277755737","1.6188477277755737","1.6188477277755737"
"110939280","1.6390881538391113","1.6390881538391113","1.6390881538391113","","",""
"110953560","","","","1.5822614431381226","1.5822614431381226","1.5822614431381226"
"110961720","","","","1.6116969585418701","1.6116969585418701","1.6116969585418701"
"111041280","","","","1.629292607307434","1.629292607307434","1.629292607307434"
"111135120","","","","1.6000648736953735","1.6000648736953735","1.6000648736953735"
"111196320","","","","1.6220364570617676","1.6220364570617676","1.6220364570617676"
"111231000","","","","1.6280211210250854","1.6280211210250854","1.6280211210250854"
"111243240","","","","1.6194454431533813","1.6194454431533813","1.6194454431533813"
"111269760","","","","1.6274240016937256","1.6274240016937256","1.6274240016937256"
"111312600","","","","1.601138710975647","1.601138710975647","1.601138710975647"
"111412560","","","","1.6193557977676392","1.6193557977676392","1.6193557977676392"
"111435000","","","","1.621959924697876","1.621959924697876","1.621959924697876"
"111490080","","","","1.60114586353302","1.60114586353302","1.60114586353302"
"111545160","","","","1.6141836643218994","1.6141836643218994","1.6141836643218994"
"111575760","","","","1.6043360233306885","1.6043360233306885","1.6043360233306885"
"111604320","","","","1.6190330982208252","1.6190330982208252","1.6190330982208252"
"111698160","","","","1.6038864850997925","1.6038864850997925","1.6038864850997925"
"111751200","","","","1.5976982116699219","1.5976982116699219","1.5976982116699219"
"111775680","","","","1.6211172342300415","1.6211172342300415","1.6211172342300415"
"111800160","","","","1.630325198173523","1.630325198173523","1.630325198173523"
"111816480","","","","1.5867129564285278","1.5867129564285278","1.5867129564285278"
"111818520","","","","1.6106253862380981","1.6106253862380981","1.6106253862380981"
"111840960","","","","1.6094809770584106","1.6094809770584106","1.6094809770584106"
"111871560","","","","1.5910940170288086","1.5910940170288086","1.5910940170288086"
"111879720","","","","1.61555016040802","1.61555016040802","1.61555016040802"
"111963360","","","","1.6133805513381958","1.6133805513381958","1.6133805513381958"
"112183680","","","","1.6129623651504517","1.6129623651504517","1.6129623651504517"
"112277520","","","","1.5941441059112549","1.5941441059112549","1.5941441059112549"
"112291800","","","","1.6359679698944092","1.6359679698944092","1.6359679698944092"
"112306080","","","","1.6125457286834717","1.6125457286834717","1.6125457286834717"
"112389720","","","","1.6178427934646606","1.6178427934646606","1.6178427934646606"
"112434600","","","","1.6456340551376343","1.6456340551376343","1.6456340551376343"
"112532520","","","","1.6363927125930786","1.6363927125930786","1.6363927125930786"
"112563120","","","","1.6122537851333618","1.6122537851333618","1.6122537851333618"
"112593720","","","","1.6334993839263916","1.6334993839263916","1.6334993839263916"
"112597800","","","","1.606421709060669","1.606421709060669","1.606421709060669"
"112614120","","","","1.6151142120361328","1.6151142120361328","1.6151142120361328"
"112632480","","","","1.609311580657959","1.609311580657959","1.609311580657959"
"112659000","","","","1.5988551378250122","1.5988551378250122","1.5988551378250122"
"112720200","","","","1.621806025505066","1.621806025505066","1.621806025505066"
"112724280","","","","1.6036655902862549","1.6036655902862549","1.6036655902862549"
"112799760","","","","1.6163489818572998","1.6163489818572998","1.6163489818572998"
"112830360","","","","1.6194888353347778","1.6194888353347778","1.6194888353347778"
"112979280","1.609265923500061","1.609265923500061","1.609265923500061","","",""
"113005800","","","","1.6193362474441528","1.6193362474441528","1.6193362474441528"
"113009880","","","","1.6086560487747192","1.6086560487747192","1.6086560487747192"
"113099640","","","","1.6188223361968994","1.6188223361968994","1.6188223361968994"
"113103720","","","","1.600626826286316","1.600626826286316","1.600626826286316"
